id,class_label,entities
4801,1,PERSON GPE CARDINAL CARDINAL DATE DATE DATE
85113,0,CARDINAL CARDINAL CARDINAL
56887,1,ORG ORG ORG GPE DATE DATE GPE GPE
20584,1,ORG MONEY MONEY ORG ORDINAL
57534,1,0
81774,0,DATE DATE DATE PERSON PERSON PERSON MONEY MONEY MONEY ORG
75199,0,PERSON PERSON PERSON CARDINAL PERSON PERSON NORP
59330,0,GPE CARDINAL CARDINAL PERSON
73453,0,PERSON
44836,1,PERSON
26972,0,GPE PERSON PRODUCT PERSON PERSON
33477,0,GPE PERSON PERSON PERSON PERSON DATE DATE DATE DATE TIME TIME TIME DATE DATE DATE
28578,0,GPE GPE DATE DATE DATE DATE
36063,1,PERCENT PERCENT PERCENT PERCENT NORP NORP PERCENT PERCENT GPE PERCENT PERCENT NORP NORP
13719,1,ORG ORG
82756,0,0
68629,0,GPE
40258,1,0
31426,0,PERSON NORP ORG ORG ORG DATE DATE GPE
27645,0,PERCENT PERCENT PERCENT PERCENT CARDINAL CARDINAL
39876,1,0
41765,1,DATE DATE DATE PERSON CARDINAL PERSON
15545,1,PERSON PERSON PERSON TIME TIME TIME DATE DATE DATE DATE DATE DATE ORG ORG ORG CARDINAL ORG PERSON PERSON
70163,0,PERSON ORG ORG PERSON CARDINAL
30960,0,ORG GPE ORG
82880,0,CARDINAL CARDINAL CARDINAL DATE DATE ORG ORG
14675,1,GPE
21224,1,PERSON PERSON PERSON PERCENT PERCENT DATE MONEY DATE DATE
28707,0,ORG TIME TIME GPE ORG ORG
50414,0,PERSON PERSON PERSON DATE DATE DATE
44075,1,DATE PERCENT PERCENT PERCENT PERCENT NORP NORP NORP
87216,0,0
54018,1,DATE DATE DATE DATE DATE
537,1,ORG CARDINAL ORG
54245,0,DATE DATE DATE DATE DATE DATE DATE DATE DATE DATE DATE DATE DATE DATE DATE DATE DATE
46802,0,ORG ORG PERSON
83205,0,PERSON PERSON ORG ORG MONEY MONEY MONEY PERCENT PERCENT CARDINAL CARDINAL
1932,1,CARDINAL DATE DATE DATE DATE DATE DATE DATE DATE DATE DATE
21270,1,PERCENT PERCENT PERCENT DATE DATE DATE DATE GPE DATE DATE DATE PERCENT PERCENT PERCENT
78288,0,PERSON PERSON
66984,0,GPE
54158,0,ORG ORG DATE DATE DATE ORDINAL TIME
48560,0,ORG ORG PRODUCT PERSON PERSON PERSON
32544,0,ORG NORP GPE DATE
44691,1,NORP DATE DATE LAW LAW
26102,1,LANGUAGE GPE
4251,1,ORG DATE DATE DATE
42459,1,PERSON DATE DATE DATE DATE DATE LAW LAW LAW ORG PERSON PERSON
73558,0,PERSON PERSON PERSON PERSON PERSON PERSON CARDINAL
29356,0,ORG ORG
44453,1,ORG ORG ORG ORG
10833,1,GPE GPE GPE
21098,1,ORG ORG ORG
42841,1,CARDINAL CARDINAL PERCENT PERCENT PERCENT GPE CARDINAL
32377,0,CARDINAL CARDINAL GPE ORG DATE DATE
39377,1,ORG ORG PERSON PERSON FAC FAC
2917,1,ORG ORG ORG ORDINAL DATE DATE DATE
1785,1,DATE DATE PERCENT PERCENT DATE PERCENT PERCENT PERCENT DATE
52679,0,NORP NORP WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
21444,1,CARDINAL
51958,0,ORG GPE NORP ORG ORG ORG GPE CARDINAL PERSON LOC LOC
56384,1,ORG ORG PERSON PERSON
45392,1,ORG ORG GPE GPE GPE DATE CARDINAL CARDINAL CARDINAL
18757,1,ORDINAL NORP ORG ORG ORG ORG
5604,1,GPE
89131,0,GPE WORK_OF_ART DATE
4891,1,CARDINAL CARDINAL ORG ORG NORP ORG PERSON PERSON NORP
64689,0,CARDINAL ORG PERSON DATE DATE DATE NORP PERSON DATE DATE DATE
36912,1,GPE PERSON
10506,1,MONEY TIME TIME CARDINAL ORG ORG ORG ORG TIME TIME CARDINAL
69429,0,GPE GPE ORG DATE DATE
39460,1,CARDINAL ORG ORG ORG ORG ORG PERSON PERSON
50800,0,DATE PERSON
38098,1,GPE ORG
39081,1,CARDINAL
12983,1,PERSON PERSON CARDINAL GPE MONEY MONEY
73489,0,PERSON PERSON PERSON CARDINAL PERSON
81358,0,GPE PERSON
85895,0,PERSON PERSON CARDINAL DATE DATE DATE DATE
13948,1,PERSON PERSON ORDINAL ORG ORG ORG ORG ORG
68377,1,ORG ORG GPE DATE DATE DATE DATE NORP DATE DATE DATE DATE
70548,0,PERSON PERSON PERSON GPE GPE ORG ORG ORG GPE PERSON GPE ORG
41239,1,GPE ORG PERSON PERSON ORG ORG ORG
81435,0,QUANTITY QUANTITY
35407,0,EVENT EVENT EVENT FAC FAC FAC NORP CARDINAL
70346,0,NORP ORG PERSON PERSON ORG ORG ORG ORG GPE
86549,0,CARDINAL PRODUCT PRODUCT PRODUCT
41809,1,ORG ORG ORG ORG ORG DATE CARDINAL CARDINAL PERSON PERSON CARDINAL
20442,1,NORP ORG PERSON PERSON PERSON PERSON ORG
46143,0,PERSON PERSON PERSON PERSON PERSON
48216,1,GPE ORG ORG ORG ORG DATE
72189,0,ORG ORG NORP PERSON PERSON
43245,1,GPE GPE ORG CARDINAL NORP
67439,0,GPE CARDINAL PERSON CARDINAL GPE ORG ORG TIME TIME TIME
37780,1,DATE LOC
62395,0,PERSON ORG ORG PERSON
11091,1,MONEY DATE DATE
60849,0,PERCENT PERCENT PERSON ORG
57025,1,CARDINAL CARDINAL CARDINAL PERSON PERSON
87630,0,PERSON PERSON GPE
74048,0,DATE DATE DATE DATE
74493,0,NORP PERSON PERSON PERSON DATE PERSON PERSON NORP
29344,0,ORG ORG ORG
62176,0,ORG ORG PERSON PERSON DATE DATE DATE DATE PERSON
71901,0,NORP NORP QUANTITY QUANTITY CARDINAL
61748,0,PERSON PERSON PERSON
19725,1,GPE ORG DATE DATE DATE CARDINAL GPE CARDINAL GPE GPE
62802,1,PERSON PERSON PERSON PERSON PERSON ORG
523,1,ORG PERSON CARDINAL ORG NORP MONEY MONEY MONEY GPE
25969,1,GPE
76507,0,PERSON NORP PERSON NORP ORG
86216,0,PERSON PERSON PERSON
39940,1,GPE
6384,1,ORG ORG ORG ORG LOC PERSON PERSON
62988,1,PERSON PERSON
6732,1,PERSON PERSON PERSON ORG DATE DATE
78713,0,ORG ORG ORG PERSON PERSON DATE DATE DATE NORP
34043,0,ORG ORG ORG ORG CARDINAL CARDINAL CARDINAL CARDINAL ORG
6593,1,0
36979,1,DATE DATE
80743,0,ORG ORG GPE
88359,0,ORG DATE DATE DATE DATE ORG EVENT EVENT EVENT
26428,1,ORG ORG ORG PERCENT PERCENT GPE
84124,0,DATE DATE DATE DATE DATE DATE DATE DATE DATE DATE DATE DATE PERSON ORG
75960,0,ORG ORG ORG GPE ORG GPE
28012,0,ORG ORG ORG ORG NORP GPE ORG ORG ORG WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
9681,1,GPE GPE GPE NORP ORG
74454,0,DATE DATE DATE DATE PERSON
22047,1,0
17253,1,PERCENT PERCENT
1591,1,DATE DATE DATE DATE CARDINAL ORG MONEY MONEY
85417,0,ORG
44397,1,0
1877,1,PERCENT PERCENT DATE PERSON
74455,0,NORP PERSON PERSON PERSON PERSON GPE
30267,0,EVENT EVENT EVENT
12275,1,PERSON PERSON PERSON PERSON ORG ORG ORG
33706,0,ORG PERCENT PERCENT
6005,1,PERSON PERSON PERSON ORG ORG ORG PERSON PERSON GPE GPE
5232,1,GPE CARDINAL DATE DATE
25744,1,GPE CARDINAL CARDINAL PERSON PERSON
80222,0,ORG
24975,1,CARDINAL ORG ORG GPE CARDINAL
16973,1,ORG ORG ORG QUANTITY QUANTITY QUANTITY ORG GPE MONEY MONEY MONEY PRODUCT PRODUCT
73733,0,DATE DATE DATE DATE PERSON PERSON ORG ORG
31887,1,ORG
78756,0,ORG ORG ORG ORG PERSON PERSON PERSON
63087,0,PERSON PERSON
76240,0,0
68420,0,PERSON PERSON NORP DATE DATE DATE DATE DATE NORP PERSON
23446,1,CARDINAL LOC
72143,0,PERSON PERSON PERSON CARDINAL
51560,0,GPE GPE
32687,0,ORG PERSON PERSON PERSON GPE DATE
76448,0,ORG PERSON PERSON DATE NORP PERSON PERSON NORP
4544,1,ORG CARDINAL GPE DATE DATE CARDINAL PERCENT PERCENT PERCENT PERCENT
87471,0,PRODUCT PRODUCT ORDINAL
71392,0,DATE GPE GPE GPE GPE GPE GPE GPE GPE
84831,0,PERSON PERSON ORG CARDINAL
69067,0,ORG ORG GPE GPE
30607,0,GPE PRODUCT GPE
22613,1,ORG PERSON MONEY MONEY MONEY MONEY MONEY
57527,1,0
60081,0,ORG PERSON PERSON PERSON PERSON NORP CARDINAL GPE GPE NORP NORP
32327,0,GPE EVENT EVENT EVENT GPE
48736,0,PERSON PERSON ORDINAL DATE DATE DATE DATE PERSON PERSON
7667,0,ORG GPE PERSON ORDINAL
1040,1,MONEY MONEY MONEY MONEY GPE
32017,0,ORG ORG
79761,0,PERSON MONEY MONEY MONEY MONEY PERCENT PERCENT PERSON
58092,0,PERSON ORG PERSON PERSON PERSON
88963,0,0
33321,0,TIME TIME GPE DATE DATE
31465,0,PERSON GPE PERSON ORG ORG ORG
43121,1,GPE
84803,0,GPE ORDINAL NORP GPE GPE NORP GPE CARDINAL NORP ORG
4078,1,ORG PERSON DATE DATE ORG ORG ORG
62251,0,ORG PERSON PERSON DATE DATE PERSON
11758,1,NORP NORP NORP NORP NORP NORP GPE
76030,0,PERSON PERSON PERSON PERSON
31069,0,NORP ORG ORG ORG GPE ORG ORG ORG ORG ORDINAL
21527,1,PERSON NORP CARDINAL
40155,1,DATE DATE ORG
45525,0,PERSON PERSON CARDINAL ORG ORG
5361,1,PERSON PERSON PERSON ORG ORG ORG GPE CARDINAL DATE DATE PERSON
7331,1,PERCENT PERCENT PERCENT PERCENT ORG ORG
55996,0,GPE CARDINAL CARDINAL CARDINAL ORG ORG ORG
39181,1,ORG ORG PERSON
37503,1,DATE DATE DATE DATE ORG
18540,1,DATE DATE PERSON PERSON MONEY
83345,0,PERSON PERSON ORG ORG ORG ORG
30724,0,ORG ORG ORG DATE DATE ORG ORG
61486,0,PERSON PERSON GPE PERSON
54808,0,ORG ORG ORG ORG ORG
66657,0,PERSON PERSON ORG ORDINAL ORDINAL
76826,0,PERSON PERSON NORP PERSON PERSON NORP PERSON PERSON
38644,0,PERSON
38916,1,DATE DATE DATE DATE DATE DATE DATE DATE ORG ORG ORG DATE DATE ORG ORG PERCENT PERCENT DATE DATE CARDINAL ORG
3155,1,ORG ORG
72386,0,PERSON NORP
1227,1,DATE DATE DATE DATE PERCENT PERCENT PERCENT DATE DATE DATE DATE
70077,0,PERSON PERSON PERSON
50476,0,DATE DATE DATE DATE GPE CARDINAL PERSON MONEY MONEY MONEY ORG ORG
88327,0,PERSON GPE GPE GPE ORG
84779,0,PERSON ORDINAL NORP NORP
77804,1,DATE DATE ORDINAL DATE DATE DATE GPE PERSON DATE DATE PERCENT PERCENT PERCENT
11466,1,ORG GPE EVENT GPE
10948,1,PERSON PERSON
83146,0,GPE PERSON PERSON DATE DATE MONEY MONEY MONEY
613,1,CARDINAL ORG ORG
27383,1,PERSON GPE EVENT EVENT EVENT QUANTITY QUANTITY QUANTITY GPE GPE GPE
77018,0,PERSON PERSON PERSON PRODUCT GPE
80754,0,PERSON PERSON PERSON PERSON PERSON ORG ORG
63424,0,PERSON PERSON
16381,1,PERSON PERSON
69973,0,GPE GPE GPE ORG
14639,1,ORG ORG ORG ORG GPE ORG GPE GPE GPE ORG
21190,1,DATE DATE DATE
22912,1,ORG ORG DATE DATE
88459,0,PERSON PERSON
9603,1,GPE NORP PERSON GPE GPE GPE GPE GPE
88942,0,GPE
54853,0,PERSON
11402,1,GPE EVENT EVENT EVENT PERSON PERSON EVENT EVENT EVENT GPE DATE PERSON
45741,0,DATE DATE ORG ORG ORG
16174,1,ORDINAL PERSON ORDINAL PERSON PERSON CARDINAL GPE ORG
45284,1,DATE DATE LAW LAW LAW
13627,1,WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART DATE DATE DATE DATE ORG TIME TIME DATE DATE
7608,0,ORG ORG ORG ORG GPE PERCENT PERCENT
65484,0,GPE CARDINAL CARDINAL ORG CARDINAL GPE CARDINAL
19308,1,CARDINAL GPE
1941,1,ORG PERCENT PERCENT DATE PERCENT PERCENT
79521,0,PERSON PERSON PERSON PERCENT PERCENT NORP
24890,1,CARDINAL ORG DATE
59467,0,GPE GPE
70018,0,PERSON GPE NORP
14078,1,PERSON GPE PERSON MONEY MONEY MONEY
82230,1,PERSON PERSON WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
18147,1,ORG ORG ORG PERSON ORG
41057,1,ORG ORG GPE ORG
81325,0,GPE DATE DATE DATE DATE ORG PERSON
78285,0,ORG PERSON PERSON PERSON PRODUCT PRODUCT ORG ORG ORG ORG PERSON PERSON PERSON ORG ORG PERSON PERSON
32206,0,ORG ORG ORG
33774,0,NORP NORP NORP
19242,1,MONEY MONEY CARDINAL
67201,0,GPE GPE CARDINAL GPE
84990,0,PERSON PERSON DATE ORG DATE PERSON
1818,1,DATE PERCENT PERCENT PERCENT PERCENT DATE DATE DATE DATE DATE
60140,0,GPE DATE DATE DATE PERSON PERSON ORDINAL NORP GPE
31921,0,ORG ORG ORG ORG DATE DATE ORG
32433,0,GPE DATE PERSON
84406,0,PERSON PERSON
29946,0,PERSON DATE DATE DATE
83900,0,PERSON CARDINAL ORG ORG ORG
16850,1,PERSON PERSON ORG ORG ORG
72761,0,ORG DATE
63123,0,CARDINAL PERSON ORG CARDINAL FAC CARDINAL
13077,1,PRODUCT PRODUCT PRODUCT GPE
41190,1,ORG
17651,0,PERSON PERSON PERSON PERSON DATE
16583,1,PERSON PERSON GPE GPE GPE GPE GPE NORP NORP NORP PERSON PERSON
71970,0,CARDINAL NORP TIME TIME
33469,0,ORG DATE DATE ORG ORG FAC
33576,0,GPE GPE GPE PERSON GPE GPE PERSON
64962,0,ORG ORG ORG ORG ORG ORG ORG CARDINAL PERCENT PERCENT CARDINAL CARDINAL CARDINAL PERCENT PERCENT CARDINAL CARDINAL CARDINAL PERCENT PERCENT CARDINAL PERCENT PERCENT
6880,1,DATE DATE DATE DATE DATE
62132,1,PERSON PERSON PERSON DATE DATE DATE DATE DATE WORK_OF_ART WORK_OF_ART WORK_OF_ART
7552,1,DATE ORDINAL GPE ORDINAL GPE NORP
74871,0,PERSON PRODUCT PERSON
38388,1,0
2719,1,PERSON CARDINAL NORP ORG ORG NORP CARDINAL PERSON PERSON PERSON PERSON PERSON ORG ORG ORG ORG NORP NORP NORP
81399,0,ORG PERSON GPE
38177,1,NORP
54408,0,GPE PERSON MONEY MONEY
897,1,NORP GPE ORG ORG ORG PERSON CARDINAL ORG
59357,0,PERSON PERSON PERSON
36628,1,PERSON ORG ORG ORG PERSON CARDINAL MONEY CARDINAL CARDINAL GPE ORG ORG ORG ORG GPE
32146,0,NORP
59755,0,PERSON NORP
34783,0,NORP PERSON
8010,1,ORG PERSON PERSON
64300,0,0
43296,1,CARDINAL CARDINAL GPE
22037,1,CARDINAL CARDINAL GPE DATE DATE ORG ORG
6002,1,ORG NORP PERSON
49687,0,PERSON PERSON PERSON GPE GPE
42739,1,PERCENT PERCENT PERCENT PERCENT NORP
15695,1,MONEY ORG DATE ORG FAC FAC PERSON PERSON PERSON ORG ORG ORG
5326,1,GPE CARDINAL CARDINAL
30274,0,PERSON PERSON GPE GPE
31168,0,PERSON PERSON PERSON
34781,0,CARDINAL CARDINAL CARDINAL
15198,1,PERSON PERSON
83372,0,PERSON PERSON PERSON
44078,1,NORP NORP PERCENT PERCENT PERCENT PERCENT NORP NORP
70667,0,GPE
42801,1,ORG ORG GPE GPE
15680,1,PERSON PERSON PERSON PERSON PERSON PERSON NORP ORG PERSON GPE
35614,0,0
71110,0,QUANTITY QUANTITY GPE GPE GPE
40267,1,ORG PERSON PERSON
42991,1,LAW LAW LAW LAW PERSON PERSON ORG ORG ORG ORG GPE ORG
79968,0,PERSON PERSON PERSON NORP
87452,1,PERSON CARDINAL CARDINAL CARDINAL
30779,0,ORG PERSON GPE NORP
36269,1,PERSON PERSON NORP NORP NORP PERCENT PERCENT PERCENT
54370,0,MONEY MONEY ORG LOC LOC
40768,1,GPE ORG GPE
35654,0,GPE ORDINAL DATE DATE
24893,1,CARDINAL ORG PERSON ORDINAL NORP
31251,0,NORP PERSON PERSON PERSON
62619,0,ORG ORG
33856,0,ORG ORG ORG ORG PERSON GPE GPE
75127,0,PERSON PERSON PERCENT PERCENT NORP ORG MONEY MONEY MONEY MONEY MONEY MONEY ORG
84389,0,GPE PERSON PERSON
32470,0,PERSON PERSON GPE GPE GPE GPE GPE GPE GPE ORG
73720,0,NORP ORG ORG ORG CARDINAL CARDINAL CARDINAL
2405,1,PERCENT PERCENT PERCENT DATE CARDINAL LOC LOC LOC GPE GPE DATE DATE GPE
39904,1,0
54873,0,CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
6065,1,PERSON ORG GPE
22946,1,ORG ORG ORG PERSON PERSON ORG ORG ORG DATE ORG ORG
40558,1,ORG ORG
1679,1,MONEY TIME TIME TIME DATE DATE MONEY MONEY
29245,0,ORG ORG
79277,0,0
70931,0,PERSON PERSON GPE WORK_OF_ART WORK_OF_ART ORG GPE GPE
23518,1,ORG ORG ORG LOC DATE DATE ORG DATE
30522,0,WORK_OF_ART EVENT EVENT EVENT
45805,0,0
73976,0,PERSON ORG
43907,0,ORDINAL
30501,0,LAW LAW LAW LAW EVENT EVENT EVENT
84701,0,ORG ORG ORG PERSON PERSON PERSON DATE DATE DATE PERSON PERSON PERSON
14231,1,ORG NORP
49810,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG DATE DATE GPE
8563,1,DATE DATE ORG ORG DATE DATE DATE ORG QUANTITY QUANTITY GPE
45092,1,0
8938,1,GPE ORG ORG
69060,0,PERSON PERSON TIME DATE
43285,1,GPE CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL ORG ORG CARDINAL
40485,1,PERCENT PERCENT PERCENT MONEY MONEY PERCENT PERCENT PERSON
60731,0,ORG ORG
79725,0,MONEY NORP NORP MONEY MONEY MONEY GPE
26061,1,GPE LANGUAGE LANGUAGE ORG
61140,0,ORG PERSON CARDINAL CARDINAL PERSON PERSON PERSON
48149,0,PRODUCT PRODUCT PRODUCT PRODUCT PRODUCT PRODUCT PRODUCT GPE DATE
16948,1,CARDINAL GPE GPE GPE ORG ORG PERSON PERSON NORP CARDINAL
66847,0,LOC NORP GPE CARDINAL
41042,1,ORG ORG ORG ORG
71012,0,GPE PERSON PERSON
38118,1,GPE PERSON PERSON
40193,1,ORG CARDINAL
65172,0,ORG ORG ORG ORG ORG PERCENT PERCENT DATE DATE DATE DATE PERCENT PERCENT CARDINAL CARDINAL CARDINAL PERCENT PERCENT DATE DATE PERCENT PERCENT PERCENT PERCENT
50249,0,0
56434,1,ORG ORG PERSON PERSON DATE
81003,0,GPE PERSON GPE
34579,0,WORK_OF_ART WORK_OF_ART WORK_OF_ART PERSON PERSON
47316,0,DATE DATE DATE GPE GPE GPE ORG ORG ORG ORG ORG ORG ORG
87007,0,0
61178,0,PERSON PRODUCT PRODUCT CARDINAL CARDINAL
71375,0,ORG ORG ORG ORG ORG ORG WORK_OF_ART WORK_OF_ART WORK_OF_ART CARDINAL GPE GPE GPE GPE GPE GPE WORK_OF_ART WORK_OF_ART WORK_OF_ART MONEY MONEY MONEY
50308,0,ORG ORG ORG GPE NORP NORP ORDINAL
36860,1,PERSON PERCENT PERCENT PERCENT PERCENT NORP PERCENT PERCENT CARDINAL PERSON CARDINAL
8903,0,0
24805,1,MONEY NORP ORG ORG ORG
68540,0,GPE GPE PERSON PERSON GPE
44461,1,PERSON DATE CARDINAL TIME TIME CARDINAL CARDINAL DATE DATE DATE DATE DATE ORG
83654,0,PERSON
40173,1,PERSON PERSON PERSON PERSON ORG
33192,0,PERSON PERSON CARDINAL EVENT EVENT EVENT EVENT ORG ORG ORG CARDINAL
11970,1,PERSON PERSON ORG GPE PERSON
63899,1,PERSON PERSON PERSON ORG ORG PERSON PERSON ORDINAL PERSON PERSON
1039,1,DATE DATE ORG GPE GPE MONEY MONEY MONEY MONEY DATE DATE DATE
6556,1,ORG
67001,0,GPE
27460,0,PERSON PERSON
10684,1,GPE GPE GPE
74517,0,PERSON CARDINAL
50401,0,NORP NORP ORG ORG ORG ORG ORG ORG MONEY
51779,0,PERCENT PERCENT DATE
62566,0,PERSON PERSON
22145,1,DATE ORG CARDINAL
49149,0,NORP ORG
88524,0,ORG GPE PERSON
34627,0,PERSON PERSON ORG
58294,0,CARDINAL GPE PERSON ORG
31027,0,LAW LAW LAW LAW WORK_OF_ART ORG ORG ORG ORG ORG ORG GPE PERSON PERSON
16095,1,PERSON PERSON GPE GPE PERSON PERSON CARDINAL
64423,0,DATE DATE
15534,1,NORP PERSON NORP DATE CARDINAL GPE PERSON
2619,1,ORG ORG ORG ORG ORG ORG NORP NORP ORG ORG ORG NORP
56828,1,ORG GPE GPE DATE DATE PERCENT PERCENT CARDINAL ORG CARDINAL
34992,0,ORG ORG DATE DATE DATE DATE ORG ORG ORG DATE DATE
2328,1,GPE GPE GPE
75161,0,PERSON PERSON ORG PERCENT PERCENT NORP
31493,0,ORG PERSON
47617,0,ORG ORG LAW LAW PRODUCT ORG LAW LAW PRODUCT ORG PRODUCT
28659,0,PERSON PERCENT PERCENT NORP GPE NORP PERSON
33358,0,CARDINAL ORG FAC DATE DATE ORG ORG ORG
71355,1,PERSON NORP GPE GPE GPE
29397,0,ORG ORG CARDINAL
6967,1,0
62090,0,ORG ORG ORG
84155,0,PERSON DATE DATE DATE DATE PERSON PERSON PERSON CARDINAL CARDINAL PERSON PERSON PERSON CARDINAL CARDINAL
3368,1,PERSON PERSON DATE
52433,0,WORK_OF_ART WORK_OF_ART WORK_OF_ART
73617,0,PERSON PERSON PERSON
28502,1,NORP PERCENT PERCENT
62168,0,PERSON PERSON DATE DATE PERSON CARDINAL
77500,0,PERSON PERSON PERSON NORP PERSON
17839,1,ORG ORG PERSON CARDINAL DATE CARDINAL
82056,1,PERSON PERSON WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART LAW LAW LAW LAW LAW
79951,0,PERSON PERSON TIME CARDINAL GPE PERSON CARDINAL MONEY MONEY MONEY GPE
84109,0,PERSON PERSON PERSON PERSON CARDINAL NORP PERSON CARDINAL CARDINAL
63718,0,PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON
38326,1,ORG ORG ORG ORG PERSON PERSON DATE DATE CARDINAL DATE DATE DATE GPE GPE
84326,0,PERSON NORP PERSON MONEY PERSON NORP
89154,0,CARDINAL
73892,0,ORG PERSON ORG ORG
83110,0,PERSON DATE MONEY MONEY MONEY
44580,1,PERSON PERSON PERSON
69708,0,ORG ORG PERSON PERSON GPE
60956,0,PERSON CARDINAL PERSON
41511,1,PERSON PERSON DATE DATE DATE CARDINAL CARDINAL CARDINAL
59629,0,NORP PERSON PERSON ORG ORG
10502,1,PRODUCT TIME TIME CARDINAL CARDINAL CARDINAL
24574,1,PERCENT PERCENT NORP DATE DATE PERCENT PERCENT NORP PERSON PERSON DATE
84757,0,NORP NORP NORP ORDINAL DATE DATE DATE DATE NORP
17397,1,ORG ORG ORG ORG CARDINAL ORG
47536,0,CARDINAL
69230,0,CARDINAL GPE GPE GPE GPE ORG ORG ORG ORG GPE GPE
71078,0,GPE GPE GPE GPE PERSON PERSON
86148,0,PERSON PERSON PERSON PERSON DATE DATE DATE DATE ORG ORG ORG ORG DATE
3576,1,PERSON PERSON PERSON ORG ORG DATE DATE DATE DATE DATE ORG ORG PERSON
14712,1,GPE PERSON
54869,0,CARDINAL ORG CARDINAL
64116,0,PERSON PERSON PERSON PERSON PERSON PERSON
77812,0,PERSON PERSON ORG ORG ORG ORG ORG PERSON ORDINAL
24737,1,ORG ORG ORG DATE DATE DATE DATE DATE DATE ORDINAL DATE PERSON PERSON PERSON PERSON
73704,0,CARDINAL
13034,1,PERSON LOC LOC LOC GPE GPE
51906,0,NORP GPE GPE GPE CARDINAL CARDINAL DATE CARDINAL CARDINAL DATE DATE NORP CARDINAL NORP CARDINAL NORP GPE
63465,0,PERSON PERSON DATE DATE ORG PERSON PERSON PERSON PERSON
60540,0,PERSON DATE DATE DATE GPE NORP
28037,1,ORG
76551,0,CARDINAL NORP PERSON PERSON NORP
25286,1,PERSON PERSON PERSON PERSON DATE PERSON PERSON PERSON PERSON PERSON ORG PERSON PERSON ORG CARDINAL
49775,0,GPE
89460,0,EVENT ORG CARDINAL CARDINAL
30514,0,GPE
75329,0,GPE PERSON PERSON PERSON CARDINAL PERSON PERSON NORP
8039,1,NORP LOC GPE
15693,1,PRODUCT PRODUCT DATE DATE FAC FAC FAC ORG ORG ORG CARDINAL CARDINAL
88204,0,0
17970,1,PERSON DATE PERSON PERSON MONEY NORP
52832,0,ORG PERSON TIME TIME TIME TIME
48135,0,ORG GPE PERSON PERSON GPE PERSON
21486,1,PERCENT PERCENT PERCENT DATE DATE DATE DATE
41262,1,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG NORP GPE ORG ORG ORG ORG CARDINAL
23273,1,NORP PERSON NORP PERSON ORG ORG ORG
34183,0,GPE GPE PRODUCT GPE
82090,0,PERSON PERSON DATE
40917,1,GPE ORG ORG ORG LAW LAW LAW GPE
74872,0,PERSON NORP PERSON MONEY PERSON ORG ORG ORG NORP
83674,0,PERSON PERSON PERSON MONEY MONEY MONEY ORG PERCENT PERCENT PERCENT PERCENT PERCENT
6478,0,ORG ORG ORG ORG ORG ORG ORG ORG
49036,0,GPE ORG PERCENT PERCENT CARDINAL CARDINAL CARDINAL CARDINAL DATE
34421,0,PERSON PERSON
6342,1,ORG GPE
66276,0,NORP PERSON PERSON PERSON ORG PERSON PERSON PERSON
57690,1,PERSON PERSON PERSON PERSON PERSON NORP ORG PERSON PERSON PERSON PERSON ORG ORG ORG CARDINAL CARDINAL GPE GPE GPE
46369,0,ORG ORG
70632,0,PERSON PERSON CARDINAL GPE ORG ORG DATE GPE ORDINAL DATE
15814,1,PERSON PERSON CARDINAL ORG ORG
75444,0,PERSON PERSON PERSON PERSON PERSON PERCENT PERCENT NORP PERCENT PERCENT PERCENT PERCENT NORP PRODUCT PERCENT PERCENT
21887,1,ORG ORG GPE GPE
49603,0,PERSON PERSON PERSON PERSON DATE DATE
80875,0,0
86160,0,PERSON PERSON PERSON
78781,0,0
48104,0,GPE ORG ORG ORG ORG ORG ORG NORP
30802,0,ORG GPE GPE PERCENT PERCENT PERCENT NORP GPE NORP NORP ORG GPE ORG GPE ORG CARDINAL
15929,1,PERSON PERSON PERSON PERSON PERSON PERSON ORG
47785,0,ORG ORG GPE
53168,0,CARDINAL PERSON PERSON GPE MONEY PERSON PERSON PERSON
42573,1,CARDINAL CARDINAL PERCENT PERCENT ORDINAL PERCENT PERCENT PERCENT PERCENT
3681,1,PERSON PERSON
7991,1,ORG GPE ORDINAL
17654,1,CARDINAL NORP DATE CARDINAL CARDINAL DATE DATE
14698,1,ORG ORG ORG PERCENT PERCENT CARDINAL ORG CARDINAL CARDINAL PERCENT PERCENT ORDINAL PRODUCT PERCENT PERCENT ORDINAL ORG PERCENT PERCENT ORDINAL
73221,0,PERSON PERSON
6184,1,GPE GPE GPE DATE DATE ORG GPE NORP NORP ORG ORG ORG ORG
