id,class_label,pos
12577,1,DT NNP NNP NNP VBD DT NNP NNP VBG NNP NNP NNP NNP NNP IN VBG TO NNP NNP NNP NNS NNP VBD RB IN NN IN NN NNS NN
73137,0,IN DT NN NN TO VB DT JJ NN IN CD NNS NNP VBZ VBN JJ NNS IN NN NN RB RB IN DT NN NN IN DT NN DT JJ NN NN NN VBZ VBN IN RB IN RB IN
60252,0,NNP VBZ JJ IN DT NNPS CC DT NN IN
79048,0,UH PRP IN DT JJ NNS WDT NNS VBP VBG VBN IN NNP DT NNS VBD TO VB NNS TO VB VBG JJ NNS WRB PRP VBP VB DT NNS PRP$ NN VBZ RB DT NN VBZ JJ NNP PRP MD VB PRP RB VBG JJ
32706,0,NNS WRB NN NN MD VB CC VB PRP RB WRB TO VB PRP$ NN CC NN NN IN DT NN RB IN NNP CC DT NN RB IN DT NNP NN PRP VBD JJ NNP UH VB CC VB DT VBZ DT NN IN NN IN DT
18862,1,VBP JJ NN NNP NNP PRP VBD PRP VBD RB JJ TO VB IN DT NNP NNP IN PRP VBD VBN IN NNS JJ VBD PRP VB IN IN DT NNP NNP VBD VBN CC VBN VBN IN PRP VBD VBG RB DT VBD IN NNP CC PRP VBD NN NN
75088,0,PRP$ NNS NN VBG NNP NNP VBG DT NNS CC RB PRP$ NNS IN DT NN IN PRP$ NN CC DT NN VBD IN PRP$ NN CC VBD DT NNP VBZ VBN VBN IN PRP VBD DT NN PRP VBP DT VBZ JJ
49531,0,NNP VBD PRP VBD DT NN PRP VBZ RB JJ CC JJ VBZ NNP NNP UH DT CD IN PRP MD VB PRP IN DT JJ NN IN DT NN IN DT NNS RB VBD RB CC RB TO VB NNP IN NN CC PRP VBD NNP NNP VBZ VBN
21109,1,JJ JJ NNS VBP RB VB PDT RB JJ VBZ DT JJ NN NNP VBZ JJR NNS IN DT NN IN DT NNP IN NNP
80392,0,PRP VBP RB RB IN NNPS NN NNS IN PRP$ NN RB PRP$ NN NNP NN MD RB VB PRP IN PRP VBP VBG PRP$ DT NN NN NN VBP PRP
24404,1,PRP VBP VBN NNS IN NNP NNP NNP JJ NNP JJ VBG DT NN IN NN NN IN DT NN CC VBD DT NNP CC VBD NNP IN NNP NNP RB RB VBD DT NNP NNP CC VBD DT JJS NN NN NNS
26688,1,NNP VBZ DT JJ CC JJ NN PRP MD VB NN IN NN NN IN NN CC NN IN PRP VBD RB IN DT JJ NN RB VBN VB PRP$ NNS
49200,0,WRB DT NN RB RB PRP VBD VB NNPS WRB PRP VBD NN IN DT NNP VBP TO VB DT NN PRP VBD VB PRP VB TO VB DT NN NNP NNP
75917,0,MD PRP VB IN NNP NNP VBP IN PRP VBD IN NN NN
32027,0,NNS NNP PRP VBZ RB JJ TO VB IN NN NN NN NN NN NNS VBP DT NN IN VBN NN NN IN NNS IN PRP$ NN NNP VBP NN TO VB IN PRP MD CC MD VB NNS IN PRP$ NN NN
67982,0,NNP CC NNP NNP VBP DT VBN DT NN IN NNP VBD DT NN IN PRP$ NN IN JJ NNS NN
76809,0,NNP NNP CC NNP VBD TO VB PRP$ NN IN JJ NN NN CC PRP$ NN VBZ PRP VBP PRP MD PRP RB RB VB DT NN WDT VBZ JJ IN DT NN IN NN NNS IN DT NN JJ NNS IN NNP RB NN
1728,1,NNP NNP NNP NNP IN NNP NNP NNP IN CD NNP
47780,0,VBD JJ NN IN JJ MD VB IN JJ NN IN NN IN NNS IN JJ JJ NN NN IN PRP VBZ JJ IN IN NN IN JJ NN VBD JJR IN NN IN JJ NN
76143,0,NNP VBZ JJ TO VB IN NNP IN PRP VBZ IN PRP MD RB VB IN IN PRP MD RB VB RB VBD PRP TO VB IN EX VBZ TO VB DT NN IN IN WP VBZ IN PRP VBZ VBN RP IN PRP MD VB VBN DT JJ NN UH VB RB VB DT
22784,1,NNP NNPS VBP RBR JJ TO VB VBN NNS IN NNS RBR JJ TO VB VBN NN FW PRP$ NN VBZ PRP VBP IN PRP IN DT NN PRP$ NN EX VBP NNS WP VBP DT JJ CC JJ NN VBG IN DT NN
44652,1,PRP VB TO VB PRP$ NN RBR RB VBN IN JJR NNS RB IN RB VBG TO VB NN IN NNP NNP NNP NNP NNP CC NNP CC NNS VBP VBG IN DT JJ NNS IN DT WRB DT NN VBZ
50913,0,NNP VBD DT NN NN PRP$ RB IN DT NNP NN WRB VBP PRP VBG JJ NN PRP VBP DT VBG NN VBD
7174,1,PRP VBP TO VB DT RBR JJ NN IN WRB PRP MD VB NN NN NN IN DT NN EX MD VB JJ NNS IN PRP PRP VBP TO VB PRP RBR NNP NNP NN RB
55087,0,NN IN NNP IN DT NNP NNP NNP NN IN JJ NNS WDT MD VB VBN IN DT NN VB RB VB NNS IN JJ NNS IN DT NNPS RB VBG DT NNP IN DT NN NN VB UH IN NNP IN DT NNP NNP DT NN CC NN
67836,0,PRP VBP IN NNP VBD NNP NNP NN IN PDT DT NNS PRP VBP VBG RP RB RB IN DT NNP NNP CC NN VBZ WP PRP VBP TO VB IN TO VB NNP WRB IN DT JJ NNPS CC NNP VBG TO VB NN NN IN NNP
22714,1,DT NN IN NNPS NNS VBZ RB JJ VBG IN NNS IN NN NNS IN JJ NN NNS NNP IN JJ NN IN VBN JJ NN PRP VBP RP JJR IN CD NNS IN DT IN DT JJ NN TO VB DT
15259,1,PRP VBP RB VBG IN DT JJ NN FW FW DT NNP NNP NN CC DT NNS NN PRP VBP NN JJ CC JJ VBZ VBG DT NN VBZ RB IN IN JJ NNS CC JJ NN MD VB DT JJ JJ NN
84855,0,NN NNS JJ NNS NNP VBZ NN NNS VBZ NNS CC VBZ CD IN NN NNP NN NNP
73059,0,DT JJ NNP DT JJ NN VBZ RB JJ RB PRP VBD VBZ RB VB PRP VBP DT JJ NN IN VBG JJR EX VBZ RB DT JJ NN IN JJ NN NN NN IN JJ NN VBZ NN PRP MD VB IN NNS RB PRP VBZ IN NN
82959,0,DT NN NNP VBD RP DT NNP NNP NNP VBG NNS IN DT NNP NNP IN PRP VBZ RB JJ CC JJ IN PRP$ JJ NN
22825,1,NNP NNPS VBD RBR JJ TO VB VBN IN NNP IN NNS IN NNP CC DT NN VBD IN NNP VBD NN
6466,1,PRP VBP NN IN NN CC NN NNS PRP JJ IN VBG PRP VB PRP$ JJ NN JJ CC VBG DT NN IN WDT NN VBZ VBN DT JJ NN NN
3602,1,WRB PRP VBD NNP NNP VBD DT JJ NNP TO VB IN DT JJ JJ NN NN WRB PRP$ NN NNP NNP VBZ DT JJ NNP IN NN IN NN NN NN
55569,0,NNP VBD IN PRP$ NN MD RB RB VB IN PRP VBD DT NN PRP VBD RB VB DT NN NN NN IN NN VBD NN TO VB JJ NN NNS CC VB NNS TO VB NNS RB VBD NNS TO VB VBN PRP RB VBD NN
23299,1,NNP NN VBD DT NN TO VB IN VBG NNP NNP NNP CC VBD IN NN NNS NNP NN IN DT JJ NN
80888,1,NN RB PRP RB VBG TO VB IN NN IN NNPS NNP PRP VBP VB PRP MD RB VB NNS CC DT NN IN NNS RB DT JJ WP RB VBP VBN NN VBG VBN IN NN IN NNS VBD RP NNP VBN VBZ JJ CC PRP
20206,1,UH NNP WP DT JJS NN IN DT NN RB PRP VBP VB DT NNP NNP IN PRP DT VBP DT NNP VBZ CC RB VBZ VBN DT NN RB PRP RB RB JJ
50693,0,UH VB VBN IN DT NN NN WRB MD VB NNS VB JJ IN NN WRB PRP VBP VBG NNS IN PRP$ NN
25029,1,DT VBZ NN TO VB IN DT NN IN NNP PRP VBP PRP MD RB VB VBN IN VB VB CC VB RB IN PRP IN CC NN DT VBZ IN DT NN DT NN VBD DT NN RB IN NN MD VB DT JJ NNS IN PRP$ NNS
22879,1,WP PRP RB VBP IN VBZ DT NN IN NNS WP VBZ NNS VBP RP IN NNS NN CC VBP VBN TO VB IN DT JJ JJ NNS CC IN DT JJ NN RB PRP$ RB JJ
83416,0,VBZ IN DT PRP VBP VBN DT NN IN NNP VBG IN PRP$ NN PRP VBP PRP VBD VBN IN PRP CC VBD PRP CC DT NNPS JJ NNS IN NN TO VB DT NN PRP JJ NN
66330,0,RB RB NNP NNP VBN PRP VBZ VBN DT JJ IN DT NN VBD IN PRP$ NN
25776,1,VBD PRP VB JJS NNS VBP NNS VBG NN IN JJ NN DT JJ NN NNP IN NNPS VBD DT NN MD RB VB NN RB WP VBP PRP VB WRB NNS VBP DT JJ CC VBP VBZ VBG IN DT JJ NN VBG NNP VBZ RB DT NNS
87445,0,NN VBZ JJ NN IN NN WDT NN NNS VB DT NN WRB NNS VBG DT JJ VBN JJ NN
11513,1,DT NN JJ JJ NN NN VBD IN IN DT JJ NN IN DT JJ NN NN VBD JJ JJ NN VBD IN DT RB JJR IN NNP NNPS IN NNP NNPS CC IN NNP NNPS
22431,1,VBN NN NN NNS IN DT NNS IN NNP VBG IN NNP NNS VBG DT JJ NN NN IN VBG IN DT JJ NN JJ NNS RB VBN IN JJ VBD IN JJS NNS IN DT JJS NN
14457,1,NNP NNP NNP DT JJ NNS UH CD UH VBZ RB NNS IN NN NN VBN IN NNP IN
84077,0,NNS VBP NNP NNS NNS IN NNP CC NNP PRP MD VB IN IN DT NN CC PRP NN
8280,1,DT RBS JJ NN IN NNP NN VBD DT NN NN NN NN IN DT JJ DT JJ NN VBN IN PRP NNPS VBP VBN DT NN NN IN NNS CC DT JJ NN NN NN PRP DT NN IN NNP NNP NNP VBN NNS
50122,0,WRB RB MD NNPS VB DT NN VBG CC VB NNPS VBN RP NN PRP VBP VBZ VB DT NNP NNP RB JJ NNPS MD VB IN NNP NNPS IN PRP VBG VBN CC VBN NNS VBP VBG DT NN NN
63616,0,JJ NN IN DT WP MD VB NNP NNP TO RB RB VB NNP IN DT NNP WP VBP PRP VBG TO VB RB
14243,1,PRP$ NN NNP NN VBD CD NNS PRP JJ IN PRP MD VB IN DT JJ JJ NNS NNP VBN VB NNP NNP CC NNP IN NNP NNP
73752,0,DT NNP NN VBD IN RB NN IN JJ NNS VBD NN IN DT JJ NN RB JJR IN JJ NNS VBD TO VB NN IN DT NN RB NNS VBP RB RBR JJ IN DT JJ NN TO VB JJ NN
53640,0,NNP PRP$ NNP NNP RB VBD NN IN DT NN NN CC DT NNPS NN DT NN NNS VBD PRP$ NN NNP UH DT NN
4801,1,NNP VBD NNP IN NNS IN NN WDT VBD PRP DT NN CD NNS IN PRP VBP DT JJ NNS VBP VB PRP DT NN
85113,0,VBP DT NN RB RB PRP VBP PRP$ IN NN PRP VBP EX VBP DT WDT VBP PRP MD VB RB RB PRP VBP VB DT IN PRP VBP IN NNS NNS VBP RB NNP PRP MD RB VB RB CC RB JJ IN DT NN
56887,1,DT NN IN NNP VBZ PRP$ VBN IN DT IN UH NNS VBD RB VBN RB IN PRP VBP DT JJS NN NNS RB IN NNP NNP PRP VBP PRP$ PDT DT NN IN VBN NNS IN PRP VBP RB RB RB VB DT NN TO VB IN
20584,1,NNP VBZ TO VB JJ NN IN DT JJ NN IN IN NN PRP VBG NNP CC VBG DT JJ NN IN NN IN JJ JJ NNS VB PRP PRP VBN NNP NN NNS
57534,1,NNP NN VBZ NN NN UH CC DT VBZ VB IN DT JJ NN VBD VBN IN NN IN DT NNP NN DT JJ NNS VBP NN TO VB IN DT NN NN IN IN PRP RB VBN IN PRP VBD TO VB
81774,0,DT NN WDT VBD DT NN IN PRP$ NN VBG RB IN PRP$ NN TO VB PRP$ NN RB VBD VBN DT NN JJ NN DT NNP NNP UH RB VBZ JJ JJ NNP
75199,0,NNP VBZ TO VB PRP$ NNS PRP VBP JJ IN PRP VBP PRP VBZ RB VBG TO VB DT JJ PRP VBD PRP MD VB DT NNP NN NNS CC VB NN NNS IN RB VBZ PRP IN JJR NN NNP NNP JJS NNPS VBP RB VBG PRP$ NNS RB DT JJ VBP
59330,0,DT NN VBZ DT NN IN NNP IN PRP$ NN VBZ VBN NNS NN NN VB NN VBZ DT NN VBZ NNS VB DT NN IN DT NN VBD DT NN TO VB RP RB TO VB RP IN DT NN IN NNS VBD IN JJ NNS NNP VBZ DT NN
73453,0,NNP RB VBD PRP MD VB VB DT NN NN DT MD VB NN NNS IN NNS PRP VBP RB VBN
44836,1,IN PRP VBD IN VBG NNS PRP MD VB VBG IN NNS WDT RB VBP VB IN JJ JJ NN NNS IN NNS NN NN JJR NNS IN NN JJR NNS CC NNS IN JJ NNS NN NNP NN NNS
26972,0,PRP MD VB TO VB VBG DT JJ NN VBZ PRP VB PRP MD RB VB JJ WP VBZ DT NN RB WRB JJ JJ JJ NNS VBP VBN IN NNP NNP VBD NNP VBZ NN IN IN NNS VBP IN NN NNP VBD JJ NN
33477,0,NNP VBZ VBN JJ NN NNP NNP NN NN NNP NNP JJ NN NN NNP VBZ VBN IN VBG NN IN DT NN NNP NN NNP IN NN RB CD NN RB
28578,0,NNP CC VBZ VBG TO VB NN CC PRP VBZ RB RBS NNS TO VB DT NN
36063,1,IN NNP NN VBZ VBN NN IN NN IN DT VBZ IN IN JJ JJ NNS IN NNP VBZ DT NN NN IN DT JJ JJ NNS DT VBZ IN JJ NNS VBP RBR JJ TO VB NNS IN DT JJR NN MD VB PRP RB VBZ IN
13719,1,NNP NN DT NN VBD RB RB
82756,0,PRP VBP RB JJ IN VBG DT NN CC NN IN PRP$ NNS PRP VBP TO VB DT NNS RB RB IN VBG JJ NN NN NN NNP NNP VB NN
68629,0,UH PRP VBP RB DT JJ NN VBD PRP VB DT NN IN PRP$ NN IN NNP WDT VBD IN PRP$ NN CC VB DT NN VBZ IN DT NN PRP$ DT JJ NN IN WRB JJ CC VB PRP$ NN VBZ JJ
40258,1,EX VBD CC VBZ NN NN IN JJ NN IN NNS IN NN IN NN NNS VBZ RB JJR IN VBD JJ DT JJ NN VBD VBN IN DT NN NN IN DT NN TO VB NNS DT VBP RB JJ JJ NNS
31426,0,PRP RB VBD IN PRP VBD VBN NNP CC DT NNPS NNP NNP DT JJ NN NNS VBD DT NN VBG VBN IN NNS MD VB PRP DT NN VBD NNS RB TO VB PRP RP PRP VBD NNP JJ TO VB PRP VB RB NNS VBP VBG PRP
27645,0,NNP DT JJ NN VBP NN IN DT JJ NN NN DT NN VBP RB NNS PRP IN VBG JJ DT NNS
39876,1,VB NNS TO VB VBG PRP$ NN NNS CC VB PRP$ NNS NN NN NN CC NN NNS IN NN NNS MD RB VB VBN
41765,1,DT NNS MD VB VBN DT JJ NNS RB JJS VB WP DT NN NNS MD VB IN DT NN VB DT JJ NN RB RB TO VB IN EX VBZ NN IN NN VBG TO VB VBN NNP MD VB VBN JJ NNS NN
15545,1,NNP IN RB IN NNP RB NNS IN DT NN IN DT NNP NNP NN NNP VBD NNS IN DT NNP VBD VBN IN NNP NNP
70163,0,VBD IN PRP NNP DT JJ NN VBZ VBN VBN IN PRP VB PRP IN DT NNP NN VBD DT JJ NN IN NN NN PRP MD VB VBG PRP RB PRP VBP VBG JJ NNS IN NNS IN NNP NN NN VBN NNS VBD NNS JJ NN NN
30960,0,PRP DT NN RB CC NN VBD VB NNP CC DT JJ NN NN DT NN VBZ VBG
82880,0,NN VBG NNS MD VB JJR IN JJR RP IN JJ NNP JJ NNP NN VBZ NN VBZ NN IN NN NN IN JJ NN IN NN NNS NN NNS CC VBG NN NNS NNP
14675,1,NNP VBZ DT JJS NN NN IN DT NN
21224,1,PRP VBP RB VBG TO VB PRP CC PRP VBP DT JJ NN IN WRB NN NN VBZ DT JJ NN NN IN NN NN VBN IN DT JJ NN IN DT NN IN NN NN IN IN NN IN WP VBP WRB JJ NNS IN VBZ
28707,0,RB VBN NN IN DT DT NNP VBG NN IN DT NN DT NN IN VBG NNP NNS VBP IN VBG IN PRP IN NNP NNP NN RB
50414,0,VBP PRP NNP NNP VB PRP WRB JJ JJ NN VBD PRP RP IN CD NNS IN WP VBD PRP VB RB IN DT JJ NN VBD JJ CC DT JJ NN VBD VBP PRP VBN NN JJ NNS
44075,1,RB RB PRP VBG NN IN PRP UH VB VB NN RB IN JJR IN IN JJ JJ NNS VBD VBN IN IN NN CC NNS VBD IN DT NN DT NN NN VBD JJ CC JJ JJ JJ NN VBD VBG IN DT JJ NN
87216,0,VBG VBZ PRP RB VBG RP VB DT NN DT NN VBG NN IN IN DT NNS VB PRP IN DT NN VB VBG IN VBG NNS WDT VBP VBN VBN TO VB JJ FW NN IN NN
54018,1,NN NN JJ NN NN NNP DT DT IN CD NN
537,1,PRP DT NNP NN WDT VBD DT VBN NNPS VBG DT NNP NN IN RB PRP VBD IN PRP$ NN
54245,0,IN DT JJ NNS DT JJ NN VBZ DT NN TO NNS RBR IN DT NN IN DT JJ NN PRP RB VB DT NN TO VB IN NNP CC NNP NNS NN
46802,0,NN RBR JJ JJ CC JJ IN DT NN IN IN NN NNPS WP VBP RB VBN VBP VBG VBN VBN IN JJ NNS NNP VBG DT NN IN JJ VBG JJ NNS PRP WRB DT NN VBZ PRP RB NN
83205,0,NNP VBZ VBN TO VB PRP$ NNP NNP DT NN VBD VBN IN CD NNS IN DT NN NN VBD NNP NNS CC VBD RB TO VB DT NNP NNS WDT VBD VBN VBN PRP VBP RB JJ IN DT NN IN DT JJ NN NN
1932,1,PRP VBP CD JJ JJ NNS IN NN NN IN DT NN DT JJ NNS CC VB PRP VB VBD DT NN DT JJ JJ NN VBD DT JJS PRP VBZ RB VBN CC IN NN NN VBD DT JJS PRP VBZ RB VBN
21270,1,JJ NN NN VBZ VBN IN IN IN DT JJ NNS DT NNP NN NN IN DT NNS VBZ RB IN IN NNS RB VBD IN NN VBP RB PRP VB NNS NNS MD VB VBN IN DT JJ NN
78288,0,NNP VBZ DT JJ CC JJ NN CC RB NNP NNP VBD IN DT NN RB RB NN
66984,0,NNP VBD IN DT NN WRB VBP PRP VB CD
54158,0,NNP NN CC JJ NN RB RB CC NNP DT VBG RB TO VB NN IN WP VBG RP IN DT NN PRP DT NN PRP JJ JJ RB JJ NNS VBP DT JJ NN IN NN NNS IN PRP DT JJ NN NN NNP NN JJR IN PRP
48560,0,EX VBZ DT VBN NN DT UH NNP VBZ IN NN NN DT NN VBZ JJ NNP IN NNP
32544,0,DT JJ NNS VBP DT JJ JJ NN IN NNP IN DT NN VBG VBG
44691,1,IN NN VBG VB PRP$ NN NN WDT MD RB VB VBN IN NNPS IN DT NN NN IN NNP NNP DT NNP VBZ PRP$ NN TO VB DT NNP VBZ RB VB NNP NNS PRP VBP VBN NN
26102,1,PRP VBP VBG NNP JJ NN VBG TO VB DT JJ NN IN DT JJ NN NN NN VB DT NN IN JJ NN NNS IN JJ NNS
4251,1,PRP$ JJ NN VBZ RB RB JJ RB DT JJ NN NN VBZ DT NN DT NNS PRP VBP TO VB DT NN CC NN NN NNP IN PRP VBP JJ PRP VBN VBG NNS IN JJ NN RB RB DT NN RB IN PRP VBP DT NN
42459,1,DT NNP NN RB VBD DT JJ NN JJ JJ NN DT NNP NNP TO VB NN NNS WP VBD NN IN NNS PRP$ NNP NNPS NN IN NNS VBD IN DT NNS IN JJ NNP NN NNP NNP
73558,0,RB DT NNS VBP DT NN VBD CC DT NNS IN NNP VBG JJ NN IN NNP NNP NN NN IN NNS VBZ JJ CC DT NN NNS WRB NNP VBZ PRP$ NN PDT PRP$ NN IN VBG IN JJ NN NNS UH
29356,0,PRP VBP RB VB JJ IN DT JJ JJ NN JJ NNS IN VBG CC DT VBP PRP EX VBZ DT JJ NNS NN NN IN NNS VBP VBN IN DT NNP DT NNP VBZ RB VB NN NNS RB PRP VBZ PRP$ NN CC NN
44453,1,NNP TO VB DT NN DT NN JJR NN IN NN CC NN RBR RB VBN TO VB IN DT JJ NN CC JJ CC VB PRP DT JJR NN IN NN TO VB JJ NNS VB PRP$ NN IN NN PRP VBP NNS IN DT RB RB IN PRP
10833,1,DT NNP NNP VBZ RB DT JJ NNP IN DT JJ NN IN DT NN IN JJ NN PRP VBZ DT NN WDT NN VBZ IN PRP VBP CC VBP NN NN VBZ DT JJ RB DT NN
21098,1,PRP MD VB DT NNP NNP PRP VBP IN PRP VBP NNP NN RB RB PRP MD VB PRP PRP IN NN WDT PRP CC NN RB MD VB VBN PDT DT NN
42841,1,CD JJ NNS RB IN DT JJ NN NNP VBZ DT NN IN DT JJS JJ NN IN IN DT NNS
32377,0,JJ CD NN NNP NNP NN NNS RB VBD IN DT JJ NN CC NN IN DT JJ NN NN TO VB IN NNS IN NN NN CC NNS NN NNS PRP VBP PRP JJ IN WRB NN NNS VBP VBN
39377,1,DT VBG IN NN WDT VBD NNP PRP MD RB VB NN IN NNPS JJ NNS RB TO VB RB DT IN NNP NNP NNS IN NNP NNP WRB RB JJ IN PRP
2917,1,WRB PRP VBP RB VB WRB JJ NN VBZ IN DT NN PRP VBP JJ NN IN VBG NNP CC NNP NNS TO VB NNS CC PRP$ RB IN DT JJ NNS VBD RB RB RB NNS VBP RB JJ WP VBD IN DT NN
1785,1,JJ NNP NNP NN NN VBZ VBN IN CC NN NN VBZ VBN RB IN DT NN VB PRP VBP DT JJ NN NN
52679,0,DT NN VBZ RB DT NN CC PRP VBP VBG PRP PRP MD VB PRP DT JJ JJ NNP CC PRP VBP VBG PRP PRP RB VBG TO VB PRP VBG RP IN PRP VBP NNP CC NNP NNP PRP VBP DT NN PRP VBP DT NN PRP
21444,1,PRP$ NNS VBP VBG JJR IN NN IN JJ NNS VBN RB JJ NN IN DT NN CC VB NNS VB NNS CC NNS CC RB NN IN NNS DT NN IN NN PRP$ NN NN VBD TO VB JJ NNS IN NNS RB PRP DT NNS WRB
51958,0,DT NN IN NN TO VB VBZ TO VB IN JJ JJ NN PRP VBP NNS NNP JJ NNS TO VB IN DT NN CD JJ NN VBZ NN NN EX VBZ DT NN JJ NN CC NNP VBD NN NNP JJR NNS VBP VBN RP NNP NNP NNP RB
56384,1,NNP NNP VBD NNS
45392,1,RB MD PRP VB VBG DT JJ NN IN PRP VBD DT NN IN DT NNP VBG IN DT NNP IN DT NNP NNP IN EX VBD NNS IN NNS CC VBG NNS NNS VBD VBN IN NNS NNS JJ JJ NNS NNS VBD
18757,1,PRP VBG NN PRP VBP VB IN DT NN NNS VBD DT NN IN JJ JJ NN NN IN DT NNP NNP DT NN NN PRP$ NNS VBD RB IN PRP TO VB DT JJ NN VB RP PRP$ NNP CC VBD NNS VB
5604,1,PRP VBP PRP RB VBP TO VB RP CC VB PDT DT NN IN DT NN PRP$ RB NN IN NNS NN FW NNP VBZ RB JJ CC PRP$ PRP$ NN CC IN PRP VBP RBR PRP$ JJ
89131,0,DT VBP PRP IN NN NNS VBP VBG RP IN DT IN PRP VBP VBG RB JJR IN DT JJ NN CC RB VBG NNP VBN NNP IN JJR NN PRP MD VB JJR NNS
4891,1,IN DT NNS VBN RB RB IN JJ NNP NNP CD IN PRP$ NNS VBD IN NNP NNP IN DT JJ NN CC NNP IN PRP$ NNS VBD IN NNP NNP IN DT JJ NN DT VBZ RB RB JJ
64689,0,VB NNP WRB PRP VBD IN NNPS VBP VB TO VB IN NNP VBG RB NNP IN NNP PRP VBD PRP VBP VB TO VB NNPS RB
36912,1,UH VB PRP NNP NNP NNP NNS VBP VBN TO NN NNP NNP NNP NNP NNP DT NNP NNP VBZ JJ IN NNS IN VBG NNS
10506,1,DT NN VBG DT JJ JJ NN IN IN NN MD VB TO VB NNS IN NN TO VB DT CD NN JJ NN IN DT NNP NNP NNP CC NNS IN NN TO VB DT CD NN
69429,0,PRP VBP WP PRP VBZ IN NNP CC NNP VBP NNS CC NNP IN PRP$ JJ NN DT NN DT NN TO VB NNS NN NN
39460,1,PRP VBP JJ NN IN NN IN PRP VBP VB PRP VBG DT JJ NN IN PRP$ CD NN NN NN VBN NN IN VB IN NN NN IN NN NN IN VB RP NNS IN NNP NNP NNS NNP NNP NNP
50800,0,DT VBZ WP DT NN RP IN NNS IN DT NN MD VB VBN IN JJ NN NN NNS VBN IN WRB PRP VBD NN IN DT NNP NNS VBP DT VBN NNS DT VBZ JJ
38098,1,PRP VBP VBG DT JJ NN VB IN PRP NNP VBZ VBG PRP$ NNS IN JJ DT NNS WDT VBP JJ NN VBP IN DT NN CC NN NN NNP NN MD RB RB VB DT NN CC VB NNP JJR NNS IN DT NN
39081,1,IN NNS IN NNP VBP RBR CC RBR JJ IN NN NN PRP$ JJ TO VB DT JJ NNS PRP$ NN MD VB IN CD IN PRP$ NNS VBZ RB VBN IN DT JJR NN
12983,1,NNP NNP VBZ NNP CC NNP VBG NNS IN NN NNS IN NN IN NNS TO VB DT NN RB NNP NN PRP IN NN NNS IN NN
73489,0,NNP NNP NN NN VBD VBN TO VB RP NNS IN CD IN NNP NNS
81358,0,PRP VBD RB CC PRP DT NN NNP VBZ RB RB VBN IN PRP$ JJ JJ NN NNS VBZ JJ DT NNS JJ NN VBZ JJ IN NNP CC RB IN NNS PRP VBZ RB RB VBN VBN WRB NNP VBD TO VB DT NN VBP VBG
85895,0,NNP NNP NNP VBD NN NN PRP VBZ VBN VBG NN IN DT NN IN NNS RB DT NNS VBP TO VB DT NN IN VBG PRP VBD IN JJ IN DT NN IN DT NN NN
13948,1,PRP VBP VBG PRP PRP MD VB NN IN DT NNS VBG NNP NNP DT NNP NN IN NNS VBP TO VB DT JJ NN WRB RB VBN IN NNP NNPS DT VBP NNS CC PRP MD VB DT JJ IN DT NNP NNP IN PRP VBP JJ
68377,1,NNP DT NN WDT VBZ VBN IN NNP VBG DT NN IN DT JJ NNS RB VBP IN NN PRP VBP RB VB RB VB WRB PRP VBP VBN CC DT NNPS VBP VBN DT JJ NNS VBG DT JJ NN
70548,0,NNP VBZ VBG MD NNP NNP RB JJ PRP VBD NNP CC NNP WRB MD RB PRP VBP NNP NNP NNP CC NNP IN NNP RP RB DT PRP VBP RB JJ NNP VBZ VBG IN PRP VBP VBG NNP MD VB RB
41239,1,NNP UH IN PRP VBP VB IN DT NNP DT MD RB VB NNP MD VB DT NN RB IN PRP VBD IN NNP VBN PRP MD RB VB DT NN DT NN NN CC NNS IN NNP NNP NNP VBP IN NN NNP
81435,0,NNP NN VBD VBN IN DT NN VBD IN DT NN NN VBG PRP JJ IN NN TO VB IN NN
35407,0,PRP VBG DT NNP NNP VBD VBN IN DT NNP NNP IN IN DT IN NNPS CC NNP NNP NNP NN NNP NNS NNS
70346,0,CC NNP NNP NNP VBD DT NN TO VB DT NN TO NN NN IN DT NNP NN NNP PRP VBD PRP VBD PRP VBD DT NN NN CC VBD DT NNS NNP VBZ RB VBN IN NNS IN PRP VBG PRP
86549,0,DT JJ NN IN DT JJ NN NNS NNP VBZ IN EX VBP JJ JJ NNS WDT VBP DT NN IN JJ NN CC DT VBZ IN DT NNS MD VB NN IN DT NN VBG PRP DT JJ NN WDT VBZ RB JJ IN DT NNS VBN
41809,1,CC CC NNP NNP CC DT NNP NNP VBP VBN DT NN IN DT NNS MD VB JJ DT NN VBD IN DT NN MD VB RB NNS TO VB DT NNP NNP NN IN PRP$ NN IN PRP JJ
20442,1,NNP NNP NN VB RB VB RP DT IN DT NNPS IN DT NNP WRB PRP VBP DT JJ NN TO VB NN CC NNP VBZ DT NN WDT VBD IN NNP IN CC NNP CC NNP RB VBP VBN PRP$ NN NN RB VBP VB DT NN IN DT JJ NN RB
46143,0,NNP NNP NNP NNP VBZ JJ EX VBZ DT NN TO VB IN DT JJ NNS VBN IN JJ NNS VBG NN VBP DT NN CC IN PRP VBP IN DT NN CC NN NNS
48216,1,NNP VBZ VBN JJ NNS VBG DT NNP NNP NN NN MD VB NNP NN NNP DT NNS MD RB VB NN VBG DT JJ NN
72189,0,NNP VBZ JJ NNS VBP TO VB NNPS VBP VBG IN PRP$ NNS CC VB NNP NNP VB RBR JJ VBG PRP$ NNS CC VBG IN NNS NN IN DT MD VB IN PRP VBZ RB VB DT NNS TO VB IN CC DT NNS MD VB PRP DT NN PRP
