id,class_label,pos
9121,1,NN VBZ VBG JJ NN NN IN NNS IN NNS IN IN NN NNS NN NNS MD VB VBN IN DT JJ
9122,1,NNP NNS WDT VBP NN IN VBG NN IN DT NN VBP JJ IN NN IN JJ NN IN NNP CC NNP IN JJ NN NNS IN NNP NN JJ NNS IN NNP NN IN NN NNP
9123,1,NNP VBZ VBG JJ NN IN NNS IN NNS IN NNS DT NNS VBP VBG RP JJ NNS PRP VBP VBZ VBG NNS IN NNS WP VBP VB PRP
9124,1,WRB VBZ PRP JJ TO VB PRP$ VBG NNS IN NN NNS VBP RP DT NN IN DT NN RB IN NNS VBG TO VB JJ NN MD VB RP DT NN MD VB DT JJ JJ NN CC NN TO VB DT
9125,1,IN PRP VBP JJ NN IN NN NNS CC PRP VBP RP CC MD RB VB DT NN RB RB IN DT JJ NN VBP PRP RB VBG VBP PRP JJ TO VB DT NN NN PRP VBP JJ TO VB RB JJ IN PRP IN NN NN
9126,1,NN NNP VBZ VBG JJ NN NN IN NNS IN NNS CC NN NNS IN NNS VB TO VB NNP
9127,1,NNS CC NNS WDT MD RB VB NN IN NN JJ NN VBZ VBG VBN IN NNS IN NN CC JJ DT MD VB DT NNS TO VB NN TO VB IN JJ NN NN
9128,1,IN DT NNS WP VBZ RB VB NN NN NN PRP VBP VBZ JJ NNS CC NN VBZ VBG NNS JJ WDT MD VB PRP IN JJS IN DT NN IN DT NN JJ NNP DT NN
9129,1,NNP NN VBZ VBG JJ NN IN NNS
9130,1,UH WDT NN VBZ DT JJ NN IN NNP MD VB JJ RB PRP$ DT NN IN IN NN NNS IN NNS UH VB PRP VBP PRP
9131,1,IN NNS VBP VB NN IN DT NN PRP MD VB IN DT NN NN IN JJ NN IN NNP NN VB
9132,1,NNP RB VBD IN PRP MD VB NN IN JJ IN DT NNS IN NNS
9133,1,NN VBZ VBG RP JJ NN NN IN NNS
9134,1,NNP VBZ VBN IN VBG JJ NN NN IN NNS IN NNS IN NNS TO VB NNS VB NN TO VB RB DT VBZ VBG VBN IN NN WP VBZ RB RB VB DT NNP NN NNS MD VB TO VB
9135,1,VBZ NN VB IN JJ NN CC NNS VBG VBN IN NNP NN NNS CC JJ NNS IN DT NNP NNP DT NN NN VBZ VBG DT VBG IN JJ NN NN RB VBZ WRB NNS VBP NNP CC JJ NNS NN
9136,1,PRP VBD NNP IN VBG JJ NN IN NNS WP VBP RB VB NN CC PRP VBP RB VB IN DT NN VBZ VBN RB TO RB VB
9137,1,DT NNS WP VBP NN NN IN JJ NNS MD VB IN DT NN VBD RP IN JJ NN IN NNP
9138,1,NNS IN NN NNS RB IN NN NNP MD VB JJ TO VB NN IN DT IN NN NNP NNP IN NNP NNP NN NN NNP NNP NN IN NNS IN NNS IN NNS WP VBP RB VB DT NN NN
9139,1,IN NNS VBP VB NN IN DT NN PRP MD VB IN DT NN NN IN JJ NN IN NNP
9140,1,IN DT IN DT VBP NNS NNP VBP VB NN IN NN PRP MD VB IN DT NN NN NN IN JJ NN IN NNP NNS NN JJ NNP NN NN NN NN NNP
9141,1,NN VBZ VBG JJ NN NN IN NNS IN NNS IN NNS DT VBZ IN JJ NNS CC IN PRP$ NN VBD DT NN CC NN VBZ VBN IN PRP RB VB DT JJ NN IN DT JJ NN RB NNP NNP NN FW VBP RB VB PRP$ NNS NN CC VB PRP$ NN NN
9142,1,RB JJ IN DT CC JJ DT NN IN NNS VBP VB NN IN NN PRP MD VB IN DT NN NN IN JJ NN IN NNP
9143,1,VBN DT NN IN NNS NN VBZ VBG JJ NN IN NNS IN NN IN NN VBZ NN VBP CC VBP RB VB TO VB IN NNS NNP VBD NN
9144,1,NN VBZ VBG JJ NN IN DT NNS IN NNS RB RB IN NN NNS TO VB NN NN NNS MD VB VBN IN JJ NN NNS VBN NNS
9145,1,PRP$ JJ NN VBD RB DT NN IN NNS TO VB IN DT NN NN VBP VBG RP IN NNP CC NNP TO VB NN VBZ VBG JJ NN NN RB NNS VBP CD IN CD NNS
9146,1,IN PRP VBP IN DT NNP NN IN NN NNP VBZ VBG JJ NNS IN DT NNS UH VB PRP VB NNS
9147,1,PRP VBD DT IN PRP$ NNP NN IN IN NNP VBP IN CD NNS IN JJ NN PRP VBP VBG IN NN VBG NNS NNS NNS
9148,1,IN DT NN VBZ NNP IN NNP NNP UH JJ NN NN NNP VBZ VBG JJ NNP IN NNS NNP NNP NNP NNS CC PRP VBP NNP EX RB NN JJ NN VBP RB NN DT JJ VB DT NN NNS
9149,1,IN PRP$ NN NNP VBZ VBG JJ NN IN DT NN IN IN PRP DT NN NN PRP VBP VBG IN NN NN TO VB VBG RB NNS IN NNS IN DT IN PRP$ JJ NN NNS
9150,1,NNP NNS VBP IN NNP NN NN NN PRP RB VBD CC PRP VBD NN JJ CC VBD JJ TO VB PRP CC VB RP NNP NN NN
9151,1,IN NN VBZ VBN CC PRP VBP IN DT NN IN NN NNP VBZ VBG JJ NN IN DT NNS UH VB PRP VB DT NN VBZ NN CC JJ IN NNS VBG NN PRP MD RB VB
9152,1,IN DT NN IN DT NNS VBZ RB VB NN IN NN NN VBZ VBG DT NN JJ NN IN JJR NN NN NNP IN PRP
9153,1,NNP CC VBP VBN JJ NN NN IN NNS IN PRP$ NN WP VBP RB VB NN CC NN IN NNS VBZ RB VBN VBN
9154,1,NNS MD VB VBN IN NNP IN IN JJS NNP CC JJ NN VBG IN NNP IN PRP VBP IN DT NN IN NN NNP VBZ VBG JJ NNP IN DT NNS IN NNS UH VB NNS NNS VBP
9155,1,VB NNS CC NNS VBP NNS IN DT NN IN NN VB RP TO VB PRP$ NNS JJ NNP IN JJ CD NNS IN NN NN MD VB JJ NN NNS IN NNS IN PRP VBP RB DT NN VB IN JJR NN
9156,1,UH NN NNP VBZ VBN IN PRP MD VB VBG CD JJ NNS IN JJ NN IN NNS NNP NN IN NN RB IN PRP VBP VB PRP MD RB VB NNS IN NNS VBP VBN
9157,1,NNP NN CC NNP MD VB JJ NN NN IN NNS IN NNS IN NNS IN NNS VBP VBG RB IN NNS IN NNP CC NN NNP NNP CC NNP
9158,1,VB DT NN NN NN MD VB JJ NNP NN CC NNP NNP NN IN NNS IN NNS IN NNP NNS WP VBP RB RB VB DT NNP NN NN CC IN DT NN NN IN IN NNP TO VB NN
9159,1,PRP VBP RB JJ TO VB DT JJ NN IN NN IN NN NNS
9160,1,NN VBZ VBG JJ NN IN NNS IN NNS
9161,1,IN NNS IN NNS WP VBP RB VB NN NN VBZ VBG JJ NN IN TO NNS IN VBN NN NNS IN NNS DT VBZ RB IN JJ NNP NNPS NN NN NN NNS VBP JJ RB VB VBN
9162,1,VB TO VB NN NNP NN VBZ RB VBG NNS IN JJ NN IN NNS WP VBP RB RB VBP NN VB
9163,1,JJ NNP IN NNS IN NNS VBP VB NN IN NN PRP MD VB IN DT NN NN IN JJ NN IN NNP
9164,1,VBZ VBG JJ NN IN NNS WP VBP RB VB NN IN NN CC VBP TO VB WP VBP PRP VBG IN DT NNS IN NNS IN NNP NNP WP VBP NN NN RB VBZ DT NN TO VB RP VB PRP VB PRP$ JJ NNS
9165,1,NNP NNPS NNP NN NN VBD NNP IN VBG NNP PRP MD VB PRP$ NNS JJ IN JJ IN NNS IN NNS IN NNP NNS WP VBP RB RB VB NN IN DT NN NN
9166,1,NNS NN IN NNP IN JJ NN NNS WP VBP RB VB NN NN IN NN NNP VBZ VBG JJ NN CC NN NN IN NNS IN CC NN NNS VB RBR IN
9167,1,NN VBZ VBG JJ NN NN IN DT NNS IN PRP IN NN
9168,1,IN DT IN DT NN IN PRP$ NN NNP VBZ VBG JJ NN IN NNS WP MD VB PRP IN PRP MD VB JJ NN NN NN NN
9169,1,IN PDT DT NNS RB RB IN NNS VBP VB NN IN NN PRP MD VB IN DT NN NN IN JJ NN IN NNP UH NNP RB PRP VBP JJR
9170,1,PRP VBD IN NNP VBZ VBG JJ NN IN NNS IN NNS WDT VBP RB RB VB PRP
9171,1,NNP CC NN VBP VBG JJ NN CC NN NN IN NNS DT MD VB VB RB RBR JJ PRP MD RB VB CC PRP MD VB JJR NNS
9172,1,NNP NNP VBZ VBG JJ NNP NNP NNP NN IN NNS IN NNS WP VBP IN NNS CC NN IN DT NN TO VB PRP IN NN NN DT NN VBZ NN NNP NNP VB TO VB VBP RB VB NNP
9173,1,NN VBZ VBG NNS IN JJ NN IN DT CC NN NNS
9174,1,JJ IN NNP NNP NNP NNP MD VB JJ NNP NNP NNP NNP NNP NN IN NNS IN NNS IN CC NN NNS WP VBP RB VB DT NNP NN NNP NNP IN DT NN NN IN IN NNP VB
9175,1,VBG NN NN MD VB VBG NNS IN JJ NN CC NN IN NNS IN CC NN PRP MD VB PRP$ NN JJ NN TO VB IN PRP VBP
9176,1,RB DT NN VBD VBD VBG NNS IN JJ NN IN NNS RB PRP VBD CC PRP VBD PRP IN PRP$ JJ IN JJ NNS CC IN DT NN MD RB VB DT CD VBG DT NN PRP VBZ TO VB DT NNS NN PRP DT NN NN CC PRP MD RB VB PRP
9177,1,IN NNS VBP VB NN IN NN PRP MD VB IN DT NN NN IN JJ NN IN NNP
9178,1,NN VBG JJ NN IN NNS IN NN NNS VBG NNP
9179,1,NN VBZ VBG JJ NNP IN NNS IN NNS IN NNP NN NNS DT VBZ JJ IN JJ NN NNS WDT VBP RB VB NN IN NNP NNP VBP PRP TO VB PRP$ NN
9180,1,IN NNS VBP VB NN IN NN PRP MD VB IN DT NN NN IN JJ NN IN NNP
9181,1,VB JJ NNP VBZ DT NNP NN VBZ VBG JJ NN IN NNS VB JJ NN VBZ RB VB IN NNP VB PRP$ NN IN PRP VBP RB PRP VBP VBG PRP
9182,1,IN PRP VBP DT NNS WP VBP NN CC VBP IN DT NN WDT NN NNS UH VB IN JJ NN
9183,1,NNP VBZ VBG JJ NN IN NNS PRP RB VBP TO VB VB PRP$ NNS VB IN PRP MD RB RB VB PRP IN NN
9184,1,IN NNS WP RB VBP DT NN NN NN NNP MD VB JJ NNP NN CC NN NN IN NNS IN NNS IN NNP NNS WP VBP RB RB VB DT NNP NN NN IN DT NN NN IN IN NNP
9185,0,UH VB DT NN IN NN WDT VBZ DT NNP VB PRP$ NNS VBN NN VBZ VBG JJ NN IN DT NN IN NNP NN NNS WP VBP RB RB VB NN PRP$ DT NN NN NNP PRP VBP TO VB NNP CD
9186,1,IN NNS WDT VBP IN NN IN NN IN DT JJ JJ NNS NNP VBZ VBG JJ NN IN NNS WP$ NN VBZ VBN VBN IN TO VB IN DT NN VBP NN NNS MD VB VBN IN JJ NN NNS
9187,0,UH NNP IN NNS MD VB VBN IN NNP IN IN JJS NNP CC JJ NN VBG IN NNP IN PRP VBP IN DT NN IN NN NNP VBZ VBG JJ NNP IN DT NNS IN NNS UH VB NNS NNS VBP
9188,1,NN VBZ VBG JJ NN NNS IN NNS WP VBP PRP IN DT NN NN DT PRP VBP TO VB VBZ VB
9189,1,RB JJ NN IN DT NNS VB CC VB NN IN NNS
9190,1,UH NN VBZ VBG JJ NN TO NN IN NNS CC RB IN PRP VBP IN DT NN NN NN NNS VBP JJ IN PRP CC PRP MD RB VB NN RB PRP VBP RB VB NNS VBP
9191,1,IN DT NN WRB PRP VBP IN PRP VBP IN DT NN IN NN NNP VBZ VBG JJ NN IN DT NNS UH VB PRP VB
9192,1,IN IN CC NN NNS IN NNS VBP VB NN IN NN PRP MD VB IN JJ NN IN NNP IN PRP$ NN IN NNP NNPS MD VB IN NN UH VB PRP IN NNS
9193,1,NNS IN NN NN MD VB IN JJ NN NN IN DT NN NN NN
9194,1,NNP VBZ VBG NN IN JJ IN NNS CC DT IN PRP$ NNS VBP IN JJ NN NNS WRB NNS VBP RB VB
9195,1,VBZ PRP JJ IN PRP MD VB JJ NN NN IN NNS IN NN IN NN NNS WDT NN MD PRP VB VBN TO VB IN NN
9196,1,JJ NN NN VBZ DT IN NN NN VBN VBG TO VB NN NN IN JJ NN VBG IN NNS IN PRP$ NN WP VBP NN IN NNS IN IN NN PRP VBP IN DT JJ NN MD VB NNS IN NN IN NN IN IN NN NNS FW
9197,1,IN NNS VBP VB NN IN NN IN NN PRP MD VB IN DT NN NN IN JJ NN IN NN
9198,1,JJ NN NN NN IN DT NNP NN NNS VBG NNP VB TO VB RP PRP VBP JJ
9199,1,NNP PRP$ JJ NNS NNP VBZ VBG JJ NN IN NNS IN DT NN NNS TO VB RB IN NN IN PRP$ NNS PRP RB VBD NNP PRP$ RB DT NN PRP RB VBD TO VB PRP IN DT IN PRP DT
9200,1,NN IN DT NN VBZ TO VB NN NNS JJ IN PRP$ NNS VBP RB VB NN IN NNP IN NN VBP PRP VB TO VB NN IN JJ NNS IN DT NN TO VB JJ NN IN DT NNS PRP VBP VBN NNS IN NNP CC NNP
9201,1,IN NNS VBP VB NN IN NN PRP MD VB IN DT NN NN IN JJ NN IN NNP VB IN PRP VBP PRP
9202,1,UH NNP IN NNS MD VB VBN IN NNP IN IN JJS NNP CC JJ NN VBG IN NNP IN PRP VBP IN DT NN IN NN NNP VBZ VBG JJ NNP IN DT NNS IN NNS UH VB NNS NNS VBP
9203,1,NNP CC NNP VBG JJ NN IN NNS
9204,1,RB RB IN NN VBG JJ NN IN NNS IN DT WP VBP RB VB NN DT MD VB PRP$ NNS
9205,1,NNP VBZ VBG JJ NN IN NNS MD VB JJ IN JJ NNS VBD NN
9206,1,NNP NNP VBZ VBG DT NN NNS NNS IN PRP$ NN JJ NN IN NNS CC IN DT NN NN VBZ RB
9207,1,PRP RB VBD TO VB DT NN PRP RB VBD JJ NN UH VB IN PRP$ NNS NNP NNS NN CC NNS WP VBP RB VB NN NN IN NN MD VB PRP JJ IN NNS IN NNP DT VBZ NN PRP VBD PRP RP
9208,1,NN VBZ VBG JJ NN IN NNS IN JJR NN VB JJ TO VB DT JJ NNS IN NN NN PRP VB IN PRP RB IN DT JJ NNS
9209,1,IN PRP VBP RB VB NN IN NN NNP VBZ VBG JJ NNP NN IN NNS WDT VBP NNS VBN RB IN IN DT DT NN NN VBZ JJ IN NNS WP VBP RB NNS VB TO VB NN NNS VBP RB VBG VBN
9210,1,NNP NNP CC NN VBD VBG JJ NN RB IN NNS VBP VB PRP VB IN PRP$ JJ NNS
9211,1,NNP NNP MD VB VBG JJ NNP IN NNS WP VBP RB VB NN NN IN NNS VB PRP MD VB NN NNS
9212,1,NNP NNP NNP IN NNS
9213,1,VB NN IN IN NNS MD VB VBN IN NNP IN IN JJS NNP CC JJ NN VBG IN NNP IN PRP VBP IN DT NN IN NN NNP VBZ VBG JJ NNP IN DT NNS IN NNS UH VB NNS NNS VBP
9214,1,IN PRP VBP RB VB NN NN NNP VBZ VBG JJ NN IN NNS IN NNS VBN IN DT NN NN VB NN NNS MD VB VBN IN JJ NN NNS NNP CC NNP NNP NN TO VB NN NNS IN NNS
9215,1,NNP VBZ RB VBG NN NN JJ IN NNS VBN IN DT EX VBP NNS CC RB JJ IN DT NN IN PRP$ NN WP PRP VBP DT NN
9216,1,NNP VBZ VBN PRP MD VB JJ NN IN DT NNS WDT VBP PRP
9217,1,IN IN DT NN NNP VBZ VBG JJ NN IN NNS IN DT NN CC PRP VBP EX VBZ DT NN IN NN RB PRP RBS JJ IN RB IN DT NNS IN DT NN IN DT JJ JJ NNS VBP RB VB PRP$ NN
9218,1,NNP NNP CC VBP VBG JJ NN RB VBG IN WRB DT NNS VBP JJ NNS VBP VBG JJ NNS PRP VBP PRP$ NN NNP NNP VBZ NNP VBZ RB VB RP PRP$ NNS IN NNS NNS
9219,1,VBG NNS IN NNS IN NNP VBZ VBG NNS JJ NN CC RB VBG NN VBG PRP VBP DT NN VBZ DT DT NN
9220,1,NNS NNP NNP NNP MD VB RP JJ NN NN IN NNS IN NNS VBP DT NN IN CC PRP VBP DT JJ NN VB
9221,1,NN NNP NN MD VB JJ NN CC NNP NNP NN IN NNS IN NNS IN NNS WP VBP RB RB VB NNP NN TO VB VBP NN NNS MD VB VBN IN JJ NN NNS
9222,1,VB NNP VBZ VBG JJ NN IN NNS IN NNP IN NN NNS IN DT NN IN NN VB CC VB PRP VB PRP DT NN IN NN IN NN IN NNS DT VBZ DT CD NN JJ NN
9223,1,NNP NN NNS VBZ VBG JJ NN IN NNS
9224,1,NNP VBZ VBG JJ NN CC NNP NN NN IN NNS VBN IN DT NN NN
9225,1,NN IN NNP NNP NN VBZ NNS JJ NN IN VBG PRP MD VB JJ JJ IN NNS IN NNS IN NNS WP VBP RB VB NN IN DT NN TO VB IN DT NN VBP NN
9226,1,NN VBZ VBG JJ NN IN NNS IN NNS IN NNS WP VBP RB RB VB DT NNP NN NN NN NNS MD VB VBN IN JJ NN NNS TO VB VBP
9227,1,NNP VBZ VBZ VBG NN CC NN NNS JJ IN NNS IN NNS WP VBP RB VB NN IN PRP MD VB PRP$ NN NNP NNP IN
9228,1,PRP VBP NN CC DT NN JJ NN NNS VBP VBG JJ NN IN NNS CC NNS IN DT NN IN NN PRP VBP PRP$ RB DT JJ NN TO VB RB IN DT JJ NN CC VB CC VB IN DT VBZ DT NN IN PRP$ NN PRP VBP RB JJ
9229,1,VBP PRP VBG JJ NN IN NNS IN NNP JJ NN CC IN RB WRB VBZ DT NN VB IN IN PRP VBP VBN NNS DT NN WDT MD VB JJR PRP VBP TO VB PRP$ NNS IN IN NN IN PRP$ JJ NNS
9230,1,NN NNP VBZ VBG JJ NN IN NNS NNP NNP NN NNP JJ IN NNS DT NN NN VBZ
9231,1,NN VBZ RB VBG JJ NN IN NNS IN JJ NNS IN NN NNS WDT PRP VBP IN NNS PRP VBP VBN IN NNP CC VBD DT VB
9232,1,PRP MD VB DT NN PRP VBP PRP VBD DT NN IN NNP NNP PRP MD VB DT JJ NN RB PRP VBD DT NN IN NN VBD PRP VBP NN VBZ VBG JJ NN IN IN DT NNS RB RB IN NNS VBP VBN DT NNS RB
9233,1,VB NN IN IN NNS MD VB VBN IN NNP IN IN JJS NNP CC JJ NN VBG IN NNP IN PRP VBP IN DT NN NN NNP VBZ VBG JJ NNP IN DT NNS IN NNS UH VB PRP$ NNS NNS VBP
9234,0,PRP MD VB RB IN PRP$ NN NNS IN DT JJ NN JJ NN VBZ VBN IN RB VB PRP$ NNS VB NN VBZ JJ NN CC NNS NN NN JJ IN NNS NNP MD RB VB NNS NN IN PRP VBP IN NN NNP
9235,1,NNP VBZ VBG JJ NN IN NNS PRP VBP RB VB IN EX VBP DT NNS CC NNS CC PRP VBP PRP MD VB DT NN IN RB JJ NN
9236,1,PRP VBP RB VB VB IN DT JJ JJ NN IN NNS DT NNS VBP DT NN IN PRP$ NNS
9237,1,WRB RB PRP$ NNS WP VBP IN NNP NNPS CC JJ JJ NN NNS PRP VBP DT NN RB DT VBZ IN DT DT NN CC PRP VBP NNS WP VBD VBN UH NNP NNPS VBZ DT NN DT JJ NN IN PRP
9238,1,DT NN PRP VBD RP IN JJ JJ NN NNS MD VB NN PRP JJ IN NNP VBZ VBG JJ NN CC PRP MD VB PRP PRP VBG PRP$ NN NN RB IN JJ JJ NNS IN NNS MD VB TO VB RP RB TO VB DT NN
9239,1,NNS PRP VBP RB VB JJ JJ NN NN IN JJ NN NNS NN VBZ VBG JJ NN NN NNS PRP VBP RB VB PRP IN PRP$ NN PRP VBP IN NNP NNPS NN NN
9240,1,JJ NN NNS MD VB IN TO JJ NN NN NNP NNP NNP NNP NNP NNP MD VB JJ NNP NNP NNP NNP NNP IN NNS IN NNS NNP NNP NNS WP VBP RB VB PRP
9241,1,NNP CC NNP VBP VBG JJ NN IN NNS IN NNS WP VBP RB VB NN IN NN IN JJ NNS
9242,1,PRP MD RB VB DT JJ DT NN NN MD RB VB DT JJ NNS IN JJ NNS NN VBZ RB VBG NN JJ IN NNS VB NN TO VB NN NN NN FW VBG PRP TO RB VB IN NN
9243,1,DT MD VB DT JJ NN TO VB DT NN CC NN VBZ VBG JJ NN IN NNS IN DT NNS TO VB VBP DT VBZ RB DT NN RB VBG RB JJ NN IN PRP VBP IN JJ NNS IN DT NN
9244,1,PRP VBP VBG IN NN NN NNS VBP VBG RP NN VBZ VBG JJ NN IN NNS IN NNS CC JJ NN NNS VBP VBG NNS IN NNS NN IN NNS VBP VBG PRP VBP TO VB DT NN IN NNS
9245,1,IN NNS VBP VB NN IN NN PRP MD VB IN DT NN NN IN JJ NN IN NNP
9246,1,IN DT WP$ NNS VBP VBG RB CC VB JJ NN IN DT NN NN VBZ VBG JJ NN IN NNS VBN IN DT NN IN NN RB VBP PRP
9247,1,WRB NNS NN NN NNS JJ NNPS CD NN NN NN NN NNP NNP NNP NNP VBN IN CC NNS IN NN VBZ VBG NNP
9248,1,NNP WRB VBP PRP VB IN JJ NNS NN IN IN NN NN CC DT NNP NNP JJ NN VBZ NN IN NN NNS DT NN IN NNP NNP RB VBZ NNS IN NN VBG RB CC RB IN IN NN
9249,1,NNP IN NNP NN MD VB NNS IN NN VBG IN JJ NNS NN CC NN RB NN NNS VBP VBN NNP VBZ VBN NNS IN DT JJ NNS PRP VBN IN PRP VBD
9250,0,NNP NN NNS VBP DT VBG NN NNP VBZ DT JJ IN IN NN NN CD NNS NN MD IN VBG IN NNS NNP JJ NNS RB IN JJ NNS
9251,1,PRP VBP CD NNS CC PRP VBP JJR IN NNP WDT VBZ CD NNS DT JJ NNS WDT VBP RB VB NN VBP RB VB RB DT NN IN NNP PRP VBP NNS IN NN CD IN DT JJS IN NN IN DT NN
9252,1,VBG DT NN RB RB IN VBG JJ NN NNS WDT VBP JJ RB RB RB PRP MD VB PRP VBD NN NNS RB IN NN IN DT MD VB JJ NN VB DT NNS TO VB IN NNP WRB TO VB NNP NNS
9253,1,PRP VBD NNS IN CD NN DT NN CC VBP VBG NNS IN NN PRP CD IN DT JJ NNS TO VB NNS
9254,1,NNP NNP NNS VBP VBZ TO VB IN NNS IN NNS IN PRP VBP NNS IN NN RB DT VBZ DT NN IN WDT VBZ IN NNP NN VBZ DT NNP VBG IN CD NN
9255,1,NNP VBZ VBG IN NNS IN NN NNP VBZ VBG IN DT CD NNS VBP IN DT JJ NN NN CC NNP RB VBZ DT JJ NN IN JJ NNS IN NNP VBZ RB IN DT NN
9256,1,NNPS VBP JJR NNP VBN IN NNS IN NNP IN FW WRB VBP PRP VBG TO VB IN NN IN NN
9257,1,NNS VBP VBN VBN IN NNS VBN DT NNS RB DT RB VBN NN NN NNP VBN NN IN NN IN IN JJ NNS WRB VBP PRP VB IN DT
9258,1,CD NNP NNP NN NNPS IN NN MD VB JJ TO VB DT NNS IN DT NNP NNPS NNP IN PRP MD VB DT IN TO NN IN NNS CC VB NN IN NNS IN DT NN TO VB DT NN RB DT NN
9259,1,DT VBZ RB JJ PRP VBP IN IN NNS DT NN CC DT NNS VBP RB JJ VBN NN IN NN VBN TO VB JJ NN VBZ VBN PRP JJR IN JJS NNS PRP VBP IN NN JJS VBP CC PRP VBP TO VB DT NN
9260,1,RB RBR JJ IN PRP RB VBD RB IN NNP IN VBG IN NNP VBG DT NN NNS IN NN IN NN IN DT JJ NN IN NN NNP RB VBZ IN IN DT NNS NNP CC NNP VB DT NNP NNP NNP RB RB RB CC RB CD IN DT JJS
9261,1,NN WRB PRP$ NN NNS VBP VBG NNS JJR IN IN NN WRB PRP VBP VBG RB JJR IN PRP VBP PRP VBP DT RB
9262,1,NNP VBZ IN PRP$ JJ NN IN JJ NNS VBP VBG NN NNS IN NN NNP VBZ VBG RB NN NNS IN IN NN NN DT NN VBD NNS IN WDT VBD JJ RB CC IN PRP VBP VBN
9263,1,TO VB IN PRP$ CD NN IN NN VBZ RB VB RB JJ WRB NN IN NNS SYM NNS SYM NN IN NN SYM NNS SYM NNS IN NN NN IN NN IN PRP$ NN DT VBZ VBG RB CC MD RB VB
9264,1,PDT DT JJ NN IN NN NNS DT NN DT VBZ CD IN NN WDT MD VB DT JJ NN NN VBZ DT MD RB VB JJ NNS RB IN NNP CC NNS MD RB VB NN IN DT
9265,1,PRP MD VB JJ TO VB WRB JJ NN VBZ VBN RB RB IN DT NNS VBN IN NN IN NNS VBD IN DT JJ NN CC IN JJ NN DT NN IN NNS VBP VBN PRP VBD NN RB WRB PRP VBD JJ NNS CC NN NNS
9266,1,PRP$ NN NNS VBP VBG NNS IN NN CC PRP VBP IN JJ NNS RB
9267,1,RB IN PRP$ NNP NN NN IN NNP NNP PRP VBD VBG RP IN NNS IN NN VB IN DT JJ NNP NN NNS RB VB VBD RB IN NNS PRP$ JJ TO VB PRP$ NNP VB DT NN NNS VBG RB DT NN VBG TO VB RP
9268,1,DT VBZ IN JJ IN PRP MD VB PRP$ NNS RB NNP NNP VBZ VBG JJR IN NN IN DT JJ NN NNS IN NN JJ NNS VBP RB NNP RP JJ NNS VBG JJR NNS VB RBR JJ NNS IN PRP VBP JJR JJ NNS
9269,1,NNP NNP VBZ NNS JJS IN NNP IN NNP NNP NNP VBD VBN NNS TO VB DT NN IN NNS IN NN IN NNP DT RBS JJ NN VBD NNS IN DT JJ NN JJS IN DT NNS
9270,1,NNP RB VBD RP VB RP NN NNS IN DT NNP NN PRP MD VB DT NN IN NNS IN NN IN PRP VBP RP WRB DT NN VBZ DT RB JJ IN WP PRP VBP NNP DT IN NNS PRP VBP UH WRB IN VBG JJ NNS
9271,0,NNP NNS VBP VBN NN NNS VBP VBG NNS IN NN WRB MD NNP VB TO VB DT RB JJ NN IN NNP NN NNP JJ NN
9272,1,NNP NN VBZ IN JJR IN NNS DT NN IN DT NNS RB RB TO NNS IN NN CC RB TO NNS DT NN DT NN IN JJ NNS IN VBP NNS JJ NNS IN DT JJ NN NNP VBZ VBP DT NN IN JJ UH IN NNS
9273,1,NN NN NNP VBZ IN NN NNS IN DT NN VBP VBG IN NNS IN NN IN NNP NN NNP NN NN
9274,1,IN IN NNP NNS PRP VBP EX VBZ VBN IN CD JJ NNS MD VB JJR NN IN CD NNS IN NN CC RB NN PRP VBP VB RB JJS NNS IN RB VBP VBN RB RBS IN NN
9275,0,JJ NNS VBP NN PRP$ NN CC PRP VBP RB RB VBG NNS IN NN JJ NNS VBP VBG NNS NNP
9276,1,JJ NNS CC NNS RB VBD RP RB NNP VBZ IN DT NNP IN IN NN NN PRP MD VB NN IN DT NN TO VB JJ NNS VBP NN IN NNP NNP VBP TO VB PRP VBD JJ TO VB JJ CC VB TO VB DT NN
9277,1,PRP NN CC WP NNP VBZ RB VBG NNP NN NN DT NN CD IN DT JJ VBG NNS IN NN IN NNS NN IN CD VBZ JJ NN IN NN PRP VBD DT JJ NN TO VB NNP NN NN VBN IN NNS JJ VBZ JJR IN NNP VBP PRP$ NNS
9278,1,NNP VBZ VBN NNS IN CD CC NNP NNS VBP VBG JJR IN NNS IN NN IN CD NN NNP VBZ VBG NNS IN NN NN NNP NNP NNP NNP
9279,1,NNP NN JJ NNS IN CD NN IN NNP VBN IN NNS NNS IN NN RB VBZ RB NNS RB JJ NNS IN NN NNP
9280,1,RB RB PRP VBN DT NN PRP RB VBG DT NN IN NNS PRP VB TO VB DT NN VBZ RB VBG VBP NNS IN NN PRP VBP DT JJS NN IN JJ NNS IN CC JJS PRP VBP VBG JJR IN JJ NNS
9281,1,NNS IN NNP RB VBG JJR IN NNS NNS IN NN
9282,1,NNP NNS VBZ RB JJ PRP VBP RB RB VB WRB JJ NNS VBN IN NN NNS IN DT NNS VBP VBN IN TO UH IN NNS JJ NN RP VBZ VBG RP PRP VBZ NN TO VB IN NN
9283,1,NNP RB VBD VBG DT JJ NN RB PRP$ JJ NNS IN NN VBP RB JJR IN JJ NNS IN NNP WDT VBP RB IN DT NN IN NNP RB JJR NN JJ CC DT JJ NN VBD IN DT NN IN NNS JJ
